name,type,url,local_path
光刃,skill,https://patchwiki.biligame.com/images/rocom/7/7b/hd8j741efb6aemd4rk3yg5av98iofm4.png,images/skills/光刃.png
折射,skill,https://patchwiki.biligame.com/images/rocom/2/24/ev65w5134wc1or7b6i79d52fy6p2ej3.png,images/skills/折射.png
星星撞击,skill,https://patchwiki.biligame.com/images/rocom/5/56/2eocpd50qt7y6ogp1tongzbzostbzko.png,images/skills/星星撞击.png
恶能量,skill,https://patchwiki.biligame.com/images/rocom/1/14/7t9b3dmo0qgn0q6h9y9us0h2p1tjngv.png,images/skills/恶能量.png
恶,attribute,https://patchwiki.biligame.com/images/rocom/thumb/3/3b/hrdmz7n0qt3bnmir9fdn7977fvleec0.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E6%81%B6.png,images/attributes/恶.png
升龙咆哮,skill,https://patchwiki.biligame.com/images/rocom/e/e9/h5mznzxstkiuigtrwdnrsahmio6oqcb.png,images/skills/升龙咆哮.png
龙,attribute,https://patchwiki.biligame.com/images/rocom/thumb/6/65/kgcg0hvl19o7up0ug8f42bbvhi71dke.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E9%BE%99.png,images/attributes/龙.png
球状闪电,skill,https://patchwiki.biligame.com/images/rocom/e/e5/4zk7plooi0580fjzshoh7f0ph6cwkhr.png,images/skills/球状闪电.png
缠丝劲,skill,https://patchwiki.biligame.com/images/rocom/c/c3/b1ehyr5b2nojwrxfwbk5qrdt2yeaek4.png,images/skills/缠丝劲.png
武,attribute,https://patchwiki.biligame.com/images/rocom/thumb/5/52/q9hbq9nrnhjt7t86hy7sftv3e2e5fvx.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E6%AD%A6.png,images/attributes/武.png
火焰冲锋,skill,https://patchwiki.biligame.com/images/rocom/d/d8/f87xhh5fw4we7q3iwvoxoz89yzb954t.png,images/skills/火焰冲锋.png
幻象,skill,https://patchwiki.biligame.com/images/rocom/e/ef/27ozep57kqrnpfwddf9n1jizqz4flzh.png,images/skills/幻象.png
幽,attribute,https://patchwiki.biligame.com/images/rocom/thumb/e/e7/ttqdi3zlz72g5dgmc8qg9ko4aorwllw.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E5%B9%BD.png,images/attributes/幽.png
花香,skill,https://patchwiki.biligame.com/images/rocom/9/9e/2dh334svolw734deug73jy4nzmc93vv.png,images/skills/花香.png
冷风,skill,https://patchwiki.biligame.com/images/rocom/b/bd/2dd206ad9midguyh626gvba96h9fqgv.png,images/skills/冷风.png
噬心,skill,https://patchwiki.biligame.com/images/rocom/a/af/o21t2e34i1312p2po4eyvp62prtuzka.png,images/skills/噬心.png
虫,attribute,https://patchwiki.biligame.com/images/rocom/thumb/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E8%99%AB.png,images/attributes/虫.png
折线冲击,skill,https://patchwiki.biligame.com/images/rocom/5/5c/nuf4bfwchfis1bfzseswiqr69y8wgcm.png,images/skills/折线冲击.png
离子震荡,skill,https://patchwiki.biligame.com/images/rocom/d/dc/3c4l1zj598p0rb88vlj3nj5etl1r3o4.png,images/skills/离子震荡.png
机械,attribute,https://patchwiki.biligame.com/images/rocom/thumb/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E6%9C%BA%E6%A2%B0.png,images/attributes/机械.png
魅惑,skill,https://patchwiki.biligame.com/images/rocom/d/d5/mlwztkwvmbm1rmlvxdh8dzkntzh56ak.png,images/skills/魅惑.png
萌,attribute,https://patchwiki.biligame.com/images/rocom/thumb/5/5f/80jhk99eosjv1ld26wp7ljtmif27lfv.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E8%90%8C.png,images/attributes/萌.png
星云漩涡,skill,https://patchwiki.biligame.com/images/rocom/9/9b/rahz9b2f88z2tnwlzut03jf0lm5yo46.png,images/skills/星云漩涡.png
扬沙,skill,https://patchwiki.biligame.com/images/rocom/6/67/ryxt7sj80zp654ryxlytzqbxn32t1hi.png,images/skills/扬沙.png
溃烂触碰,skill,https://patchwiki.biligame.com/images/rocom/6/6e/exs3sq1o8p2575vo4xj85pylzvmd6uw.png,images/skills/溃烂触碰.png
毒,attribute,https://patchwiki.biligame.com/images/rocom/thumb/5/53/jnd3vijasgthdz2ukggyfpisd464r2v.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E6%AF%92.png,images/attributes/毒.png
泡沫,skill,https://patchwiki.biligame.com/images/rocom/b/b2/65b9x3dc1zspr8pu8ulr9j7rsla6s2m.png,images/skills/泡沫.png
鹰爪,skill,https://patchwiki.biligame.com/images/rocom/d/db/jf8qq59kymcpz04j76sesksqyl56x4p.png,images/skills/鹰爪.png
翼,attribute,https://patchwiki.biligame.com/images/rocom/thumb/2/2b/p7wdw88ziupp84s1mr8t9t602psswzz.png/80px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E7%BF%BC.png,images/attributes/翼.png
借用,skill,https://patchwiki.biligame.com/images/rocom/0/0e/nh7e53mds21njmjq0qrf8mskxobmuhu.png,images/skills/借用.png
坍缩,skill,https://patchwiki.biligame.com/images/rocom/0/04/e0p8t38tp3pl8na4xem8fsc3usrfxvd.png,images/skills/坍缩.png
天洪,skill,https://patchwiki.biligame.com/images/rocom/0/01/8gc9duetu9s6ns293motwfyciob89kb.png,images/skills/天洪.png
寒风吹,skill,https://patchwiki.biligame.com/images/rocom/8/8d/9u5o2amh4f45p3ei9yqca2gw87ujkdz.png,images/skills/寒风吹.png
怒火,skill,https://patchwiki.biligame.com/images/rocom/8/81/6ubm9mclcmutfs350bpy65mo2l07tmo.png,images/skills/怒火.png
抽枝,skill,https://patchwiki.biligame.com/images/rocom/d/de/a0k2ymjo84mlw7w9rldubthf44hlwym.png,images/skills/抽枝.png
有效预防,skill,https://patchwiki.biligame.com/images/rocom/c/c5/53hf4qg6rwoyyhhptnt4saovpxkpyla.png,images/skills/有效预防.png
气泡,skill,https://patchwiki.biligame.com/images/rocom/0/04/jqw511721rt5xpln15co9uvj8jym77l.png,images/skills/气泡.png
氧输送,skill,https://patchwiki.biligame.com/images/rocom/d/da/aji0ys3sj7zeux0s2kcuvlnk5pmzpbg.png,images/skills/氧输送.png
润泽,skill,https://patchwiki.biligame.com/images/rocom/c/cc/q0hvhfunr3knp5nt4xr5shgqifi94ps.png,images/skills/润泽.png
炎打,skill,https://patchwiki.biligame.com/images/rocom/5/59/str1iecq7f3fxti8yw4xxkarq6fb9pg.png,images/skills/炎打.png
电弧,skill,https://patchwiki.biligame.com/images/rocom/2/25/b69akjg816w6nxjfvrod3ha9ao5gqvy.png,images/skills/电弧.png
藤绞,skill,https://patchwiki.biligame.com/images/rocom/3/36/d4d20uwcxwj2q0gh149n5ezt8760mwt.png,images/skills/藤绞.png
跺地,skill,https://patchwiki.biligame.com/images/rocom/2/2d/42b9kq3e1kro7qtogzcslrgug4rkw5h.png,images/skills/跺地.png
闪燃,skill,https://patchwiki.biligame.com/images/rocom/4/4a/bm938msx2tq93djzjcbbgkinmloc187.png,images/skills/闪燃.png
氧循环,ability,https://patchwiki.biligame.com/images/rocom/e/e7/5657r4c65zlrp3znhtcajvj7rsa5qoq.png,images/abilities/氧循环.png
喵喵,sprite,https://patchwiki.biligame.com/images/rocom/3/34/swx8tx6o3mpyfnqrkxu1kth6sgzott2.png,images/sprites/喵喵.png
光,matchup,https://patchwiki.biligame.com/images/rocom/thumb/d/de/pxfi7cg0j94c45uxf4itigu90wis7jr.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E5%85%89.png,images/matchup/光.png
地,matchup,https://patchwiki.biligame.com/images/rocom/thumb/3/32/0w5pybmkd8qm306doqx8kh5onl1o8cq.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E5%9C%B0.png,images/matchup/地.png
水,matchup,https://patchwiki.biligame.com/images/rocom/thumb/d/d1/csqsyhq1k488329455xdlzdcybv6zjh.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E6%B0%B4.png,images/matchup/水.png
抓挠,skill,https://patchwiki.biligame.com/images/rocom/5/57/ee1ljglkso5orzsmhfzi9nh7hvz9icj.png,images/skills/抓挠.png
休息回复,skill,https://patchwiki.biligame.com/images/rocom/c/c1/jano9wuttu2xsegfr835gmxxtxh54us.png,images/skills/休息回复.png
扫尾,skill,https://patchwiki.biligame.com/images/rocom/3/38/h35exllecoex0p1mbyhmm9sjzfu0pe2.png,images/skills/扫尾.png
徒长,skill,https://patchwiki.biligame.com/images/rocom/5/50/s5toniuyg91wv9obse5g19c0sd98orb.png,images/skills/徒长.png
叶绿光束,skill,https://patchwiki.biligame.com/images/rocom/6/6e/0fkridaaj9lcb2ncchw04lqe92o4q72.png,images/skills/叶绿光束.png
酶浓度调整,skill,https://patchwiki.biligame.com/images/rocom/7/71/ooplinuutylkjfzw17d02p3gal3ydf5.png,images/skills/酶浓度调整.png
筛管奔流,skill,https://patchwiki.biligame.com/images/rocom/5/5e/3vqmz5rrwvsdodockb7cvklr631d6mw.png,images/skills/筛管奔流.png
盛开,skill,https://patchwiki.biligame.com/images/rocom/8/81/k59zkgq1gg8f8o20t6cjngd94vmnz8l.png,images/skills/盛开.png
孢子,skill,https://patchwiki.biligame.com/images/rocom/d/d2/1gqansjgpb1l1ytn00ue29vev6606jn.png,images/skills/孢子.png
仙人掌刺击,skill,https://patchwiki.biligame.com/images/rocom/e/e4/qmg39369noiygo9p4k4tiois4xjbtl0.png,images/skills/仙人掌刺击.png
丰饶,skill,https://patchwiki.biligame.com/images/rocom/c/c3/p2xzep31dovre9rih2fi2g4q8xd3wnx.png,images/skills/丰饶.png
光合作用,skill,https://patchwiki.biligame.com/images/rocom/5/5b/ttwiv8486eok096c9hinyola718ap28.png,images/skills/光合作用.png
光能聚集,skill,https://patchwiki.biligame.com/images/rocom/b/b0/k9zgp6w8yypvb8wy2bnde2y9jlu8slt.png,images/skills/光能聚集.png
贪婪,skill,https://patchwiki.biligame.com/images/rocom/b/b0/8j640unemfn5brxe2ekvljuf4djmq2i.png,images/skills/贪婪.png
麻痹,skill,https://patchwiki.biligame.com/images/rocom/d/d4/p0e89icdz5hoaaikyhi3vwpkusnldlj.png,images/skills/麻痹.png
化劲,skill,https://patchwiki.biligame.com/images/rocom/9/92/7f0v32friezvc0qxvuqqdihamnbtdxg.png,images/skills/化劲.png
引燃,skill,https://patchwiki.biligame.com/images/rocom/d/d9/ptoxi3sd725e4asif3ee5ak5h76r3ng.png,images/skills/引燃.png
勾魂,skill,https://patchwiki.biligame.com/images/rocom/5/5b/742j3psv922fzlkabop0okvjyk2ypmk.png,images/skills/勾魂.png
荆棘爪,skill,https://patchwiki.biligame.com/images/rocom/5/5a/ltm06cprw7zeg7wlp45vo833s1v3m1s.png,images/skills/荆棘爪.png
霜降,skill,https://patchwiki.biligame.com/images/rocom/b/bd/lfplex8gjbax37wl13uk3p83yzbuy8a.png,images/skills/霜降.png
假寐,skill,https://patchwiki.biligame.com/images/rocom/c/c2/aaueqqyqeqi5o1jqm5zrm5tp7dtv6y2.png,images/skills/假寐.png
虹光冲击,skill,https://patchwiki.biligame.com/images/rocom/0/07/0gkbj8jwj0s8ayldj3rw48b6hefaa8n.png,images/skills/虹光冲击.png
啮合传递,skill,https://patchwiki.biligame.com/images/rocom/7/74/togldrxfbzydbe48p7e9w8zidd7c8f0.png,images/skills/啮合传递.png
甜心续航,skill,https://patchwiki.biligame.com/images/rocom/a/a4/9c0vpmic56t9ybatxl4oe0r0tsg6tjc.png,images/skills/甜心续航.png
超维投射,skill,https://patchwiki.biligame.com/images/rocom/d/d6/rlm1yfi6u8pfn2xcxplt1d60cnzq94w.png,images/skills/超维投射.png
泥浆铠甲,skill,https://patchwiki.biligame.com/images/rocom/c/c8/gm1n80gvc7gdtjx0voifrpki1susxc2.png,images/skills/泥浆铠甲.png
蓄水,skill,https://patchwiki.biligame.com/images/rocom/e/eb/osktsv4rm7s8y5afxh0nh7uzzuqcqsr.png,images/skills/蓄水.png
羽化加速,skill,https://patchwiki.biligame.com/images/rocom/a/ad/fk5yguh4nd5a72stw5u7fvbeaat2r7c.png,images/skills/羽化加速.png
剧毒,skill,https://patchwiki.biligame.com/images/rocom/f/f0/qfb4lc1kn10dr1y5vrg2c0p9bn2mzej.png,images/skills/剧毒.png
天光,skill,https://patchwiki.biligame.com/images/rocom/4/43/feckaf6d3elq3ue2jgtcbw25uf2nw2f.png,images/skills/天光.png
应激反应,skill,https://patchwiki.biligame.com/images/rocom/f/fc/9p3lluctc0oqi335qby11vhzqdo3zki.png,images/skills/应激反应.png
摇篮曲,skill,https://patchwiki.biligame.com/images/rocom/2/24/saba0n0pos3pi1rz0os01wbq1vwwa9x.png,images/skills/摇篮曲.png
晒太阳,skill,https://patchwiki.biligame.com/images/rocom/e/e5/c101i37mocd5yon1nlxkz86dp0vqu3i.png,images/skills/晒太阳.png
毒孢子,skill,https://patchwiki.biligame.com/images/rocom/8/8f/dkpwubnyefitw7vuqw3uhy582f1uo9u.png,images/skills/毒孢子.png
毒沼,skill,https://patchwiki.biligame.com/images/rocom/9/9b/0lq0a5e10y7eqvw9l3s6jrx9menzm6d.png,images/skills/毒沼.png
瘴气喷射,skill,https://patchwiki.biligame.com/images/rocom/9/9b/2gq1tuvwhtyynjw8rloqlfa3bw177ad.png,images/skills/瘴气喷射.png
移花接木,skill,https://patchwiki.biligame.com/images/rocom/a/a8/sh94sx6ve623kdgtlv801ogypguh2ar.png,images/skills/移花接木.png
精神扰乱,skill,https://patchwiki.biligame.com/images/rocom/9/9c/9sp9n7fjbbkqprmhvny5tyfoia8uwto.png,images/skills/精神扰乱.png
纤维化,skill,https://patchwiki.biligame.com/images/rocom/1/19/6iod9dgkg50xr7f2c3sxc9dflf7fdbe.png,images/skills/纤维化.png
腐化,skill,https://patchwiki.biligame.com/images/rocom/6/6a/l17k3ey1wk0x9qs0yvs4goxrdbrtmxm.png,images/skills/腐化.png
腐蚀酸液,skill,https://patchwiki.biligame.com/images/rocom/0/0a/56684c5aqv2rl7j0i0aeyvdlv1mrr09.png,images/skills/腐蚀酸液.png
透射,skill,https://patchwiki.biligame.com/images/rocom/c/cf/jvrlcrxh6w6jdxa9eyut1yc9vr3h8u3.png,images/skills/透射.png
重击,skill,https://patchwiki.biligame.com/images/rocom/2/2d/r48g0te73oht8fy7wo5tdj1p12lnfqc.png,images/skills/重击.png
喵呜,sprite,https://patchwiki.biligame.com/images/rocom/8/8d/dfnsd50cr86p61a37sanzt5jp3i022u.png,images/sprites/喵呜.png
魔力猫,sprite,https://patchwiki.biligame.com/images/rocom/3/33/p4l4i0xh8rzj0mosp9sgw4qjfvlbl0r.png,images/sprites/魔力猫.png
助燃,ability,https://patchwiki.biligame.com/images/rocom/e/ec/6zgbtpjc9gg8cxqz7rl0ytu07a80afn.png,images/abilities/助燃.png
火花,sprite,https://patchwiki.biligame.com/images/rocom/a/a1/jzel7fdbrw66zvccwcx4ekg72d66m21.png,images/sprites/火花.png
草,matchup,https://patchwiki.biligame.com/images/rocom/thumb/1/12/b8bsilucec9a98rsmqkmxt06c4mnnix.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E8%8D%89.png,images/matchup/草.png
冰,matchup,https://patchwiki.biligame.com/images/rocom/thumb/9/9b/oxnxxud1xhopw87c7mnawxijz8r1hns.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E5%86%B0.png,images/matchup/冰.png
虫,matchup,https://patchwiki.biligame.com/images/rocom/thumb/c/cb/q3mlwj270f67spwr934hpqx7hj62bm3.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E8%99%AB.png,images/matchup/虫.png
机械,matchup,https://patchwiki.biligame.com/images/rocom/thumb/a/ad/fw81a2pvdickbcnq5rt17m6066cchcf.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E6%9C%BA%E6%A2%B0.png,images/matchup/机械.png
火苗,skill,https://patchwiki.biligame.com/images/rocom/e/e7/rey61hqkq5vbxqrrunm9uu87ckbpkvh.png,images/skills/火苗.png
火焰切割,skill,https://patchwiki.biligame.com/images/rocom/e/ee/2g146u9zqiogesc8j2s26xp7y2cp8mr.png,images/skills/火焰切割.png
吹火,skill,https://patchwiki.biligame.com/images/rocom/c/cd/hkyjcx46k2mtsxgrwbzas9vweb1pdsw.png,images/skills/吹火.png
持续高温,skill,https://patchwiki.biligame.com/images/rocom/0/03/0ao21sm7cc5097moqmrqqoakdlduioe.png,images/skills/持续高温.png
火云车,skill,https://patchwiki.biligame.com/images/rocom/a/a6/ju732f0l7jrh9lwwij1r6ncysxd24zt.png,images/skills/火云车.png
热身,skill,https://patchwiki.biligame.com/images/rocom/5/5a/9x9hsqlgc6iw60fg6gncuqpn8bge2q5.png,images/skills/热身.png
山火,skill,https://patchwiki.biligame.com/images/rocom/c/c7/bc7tmlxd8ig3zvq5beq7jtgiztjlghb.png,images/skills/山火.png
灵媒,skill,https://patchwiki.biligame.com/images/rocom/0/08/4epob8f12qj5nepa4unoidkj6ul85ae.png,images/skills/灵媒.png
械斗,skill,https://patchwiki.biligame.com/images/rocom/3/33/den5z7tkhzg3n2n92lgfp79uuyotqjc.png,images/skills/械斗.png
碰爪,skill,https://patchwiki.biligame.com/images/rocom/f/f4/hx2rbwxyily0i952822qvg4zxihxiqq.png,images/skills/碰爪.png
乘风,skill,https://patchwiki.biligame.com/images/rocom/e/ef/lo33zb04angjh2f56zlmf69jdd9zjiq.png,images/skills/乘风.png
力量吞噬,skill,https://patchwiki.biligame.com/images/rocom/8/82/pr1jfl4ypy56j3v3okretk8a2wton9l.png,images/skills/力量吞噬.png
压扁,skill,https://patchwiki.biligame.com/images/rocom/7/70/3f928v01mzvptx7li1s3izrvayahgel.png,images/skills/压扁.png
复写,skill,https://patchwiki.biligame.com/images/rocom/e/e0/g0nnz4o2vym9p1xc6p7l7crr6o4je0j.png,images/skills/复写.png
扇风,skill,https://patchwiki.biligame.com/images/rocom/8/80/0m6ofmcrer95uhmrczv0nskn9nthgnf.png,images/skills/扇风.png
暗突袭,skill,https://patchwiki.biligame.com/images/rocom/e/ec/clsn8p32tku87m6alq14ipszdcovkre.png,images/skills/暗突袭.png
诋毁,skill,https://patchwiki.biligame.com/images/rocom/3/3a/0praxtomdmxa1kga17rbu7ofpk31kef.png,images/skills/诋毁.png
锐利眼神,skill,https://patchwiki.biligame.com/images/rocom/4/4f/5oz1cqwgseng60hqqtrf95lno0abhgz.png,images/skills/锐利眼神.png
阻断,skill,https://patchwiki.biligame.com/images/rocom/5/52/sttubxwost2fg8wo5tfg9b9jr49hdpn.png,images/skills/阻断.png
风矢,skill,https://patchwiki.biligame.com/images/rocom/c/c3/7iz29rl060fj8iera2jn7ewzek4jnsg.png,images/skills/风矢.png
龙之利爪,skill,https://patchwiki.biligame.com/images/rocom/a/ae/aka5nex2sn781pcst74c8r98jwni2ek.png,images/skills/龙之利爪.png
龙卷风,skill,https://patchwiki.biligame.com/images/rocom/6/6c/q781msy31va5jzztv61tewawymgdkjk.png,images/skills/龙卷风.png
焰火,sprite,https://patchwiki.biligame.com/images/rocom/b/b9/r8j0510jtxabhlyl5srx22orefxhh5g.png,images/sprites/焰火.png
火神,sprite,https://patchwiki.biligame.com/images/rocom/4/4f/627a47xjvghn9okifk66vhsx4uv7101.png,images/sprites/火神.png
浸润,ability,https://patchwiki.biligame.com/images/rocom/c/ca/i9e9wbc6egie7x7m6g84vqo1xe274ee.png,images/abilities/浸润.png
水蓝蓝,sprite,https://patchwiki.biligame.com/images/rocom/0/0b/km91vn87f93y9ukj6ir6wsc4dl8shx1.png,images/sprites/水蓝蓝.png
火,matchup,https://patchwiki.biligame.com/images/rocom/thumb/a/ab/8wvxz3p479e2b702afdqyzhx9340qgx.png/32px-%E5%9B%BE%E6%A0%87_%E5%AE%A0%E7%89%A9_%E5%B1%9E%E6%80%A7_%E7%81%AB.png,images/matchup/火.png
拍击,skill,https://patchwiki.biligame.com/images/rocom/f/f6/0ap4byejiiv82fo5508bzur7spb6wz5.png,images/skills/拍击.png
甩水,skill,https://patchwiki.biligame.com/images/rocom/1/1b/bcpw1ec5qsevcgb1ob8ot842hgghy3e.png,images/skills/甩水.png
水泡盾,skill,https://patchwiki.biligame.com/images/rocom/1/12/3pbf86nnvzykqxqarqjgn4d802vgap0.png,images/skills/水泡盾.png
水炮,skill,https://patchwiki.biligame.com/images/rocom/0/00/n0g484008mywyuvfjzlepm1r54wjxhn.png,images/skills/水炮.png
洗礼,skill,https://patchwiki.biligame.com/images/rocom/a/a7/1x7ennxbgrbn8mg4zainrur50yn9vwn.png,images/skills/洗礼.png
泡沫幻影,skill,https://patchwiki.biligame.com/images/rocom/9/97/pseovvl9sj5fusmbole306xda69bdcr.png,images/skills/泡沫幻影.png
